,User,Tweet
17716,nishitpabari,"One may think that one vote doesn’t make any fifference but sumation of every single who thinks like that make big difference. 
so please  #VoteForIndia  
#LokSabhaElections2019
@narendramodi @RahulGandhi"
17717,VarkeyAk,"@narendramodi @BJP4India What do you feel when you kill democracy inch by inch?
#LokSabhaElections2019"
17718,debiduttadas,"@narendramodi Got inked.

Voted @AprajitaSarangi @narendramodi   

#LokSabhaElections2019"
17719,chegsin,"@sardesairajdeep Bhau...  He is the most popular PM and an Icon. Where ever he passes by it becomes a roadshow. You keep covering and earn TRPs.
And yea... we know who are hypocretes....!
#LokSabhaElections2019"
17720,ashJGD,"Time to have positive politics, let it be #Chowkidar way. I personally don't mind. Salute to you sir @narendramodi #LokSabhaElections2019 #IndiaElections2019 #Elections2019"
17721,jvidyasagar,@narendramodi Wonderful Sir. Happy to see the Prime Minister leading and setting an example for millions of voters across the country to come out and vote. That's the beauty of democracy and we are proud of it. #VoteKar #LokSabhaElections2019 #ThirdPhase
17722,thepratikwadhwa,@narendramodi has to win #LokSabhaElections2019 not only for India but for @sardesairajdeep @kunalkamra88 @dhruv_rathee &amp; Arnab’s channel!
17723,MsChronology,"@RubikaLiyaquat I was watching when abp news showed this exclusive video and after hearing all the convo I want to say people like us doesn't belong to any IT CELL, we are common people and we all love to watch pictures and videos like this of our PM
Adorable 😍♥️ #LokSabhaElections2019"
17724,GPilakkal,Here in kerala-Trivandrum when people are pressing the button for congress party's symbol '✋' the vote goes to lotus. @RahulGandhi i have a request on when u become PM the first thing u have to do is throw all EVM to the ocean. #LokSabhaElections2019 #VoteForCongress
17725,PassionForNews,@BDUTT @priyankagandhi @narendramodi @NewsHtn @VinodSharmaView @ShainaNC @DilliDurAst @shantanug_ Doesn't this #priyankagandhi VS #NarendraModi fight in #Varanasi shows the same indecisiveness of #RahulGandhi led #Congress as they displayed in #Delhi on tying up with #AAP in #Delhi
17726,visheshsahni15,"There was a time when all we read in the newspapers was corruption scandals #2g #bofors #commonwealth #adarsh #coalscam #chopperscam, we all felt helpless
Think before you vote today, about the India you want to live in
#narendramodi #NewIndia #LokSabhaElections2019 @narendramodi"
17727,sudhirbharg,"@TheSamirAbbas @RahulGandhi What #RahulGandhi has sown, only he'll have to reap. This is Karma theory.  Look at how much hatred he has for a popular PM @narendramodi yelling lies about him all the time."
17728,VinodChandrav12,"@RahulGandhi My vote for love. My vote for unity. My vote for progress. My vote for an inclusive India. #MyVoteForBjp #BharatBoleNaMoNaMo
#Vote4Modi #VoteKar #LokSabhaElections2019"
17729,sandip1885,"@narendramodi You have got the best blessings from your mother today.. You will come out as more victorious than 2014... #PhirEkBaarModiSarkar 
#LokSabhaElections2019 
#ModiOnceMore 
#Modiagain
#AbkiBaar400paar"
17730,SurgingBharat,@narendramodi Powering India forward. Pranaam ! #Election2019 #india #NarendraModi #BJP4India
17731,kshama1703,"@narendramodi #Voted for #NewIndia under your vision 🇮🇳

#LokSabhaElections2019 
#NarendraModi #ModiAgain"
17732,only_aks,"@iamsrk @narendramodi @tanishkbagchi @abbyviral @parakramsinghr Come out and use your right to #Vote . Please don't use #NOTA which has no power in itself and will only help incompetent to come forward. Instead find a middle ground in hodgepodge of #Politics which favour your viewpoint.
#ElectionCommission 
#VoteKaro 
#LokSabhaElections2019"
17733,dhairya_bhatt07,"Bitbuffs pvt ltd vadodara not granting leave for voting for employees who is from different city.
Take actions. Not following rules. Snatching basic right of young citizen. Action
#LokSabhaElections2019 @narendramodi @DrRutvij @mpvadodara @AmitShah @PMOIndia 
#VoteForIndia"
17734,imsyedsuhail,"#PMModi driving down in an open car to vote, is this not what a road show usually is?? 
#VoteKar
#BattleOf2019
#LokSabhaElections2019"
17735,imravi369,"Leadership is the hope for everyone, If you can dream you can achieve,if you have dedication you will get the results. @narendramodi gives Hope to the billions so My vote for the Hope ! #VoteKar ✊🏼
#NaMoAgain #Gandhinagar #Phase3 #Ahmedabad #Ranip #LokSabhaElections2019 #Gujarat"
17736,blockedbycrush,"Finally going to vote 1st time 
Choice is tough 
Vote kissi party ko de ya 
NOTA 
@narendramodi @RahulGandhi
#LokSabhaElections2019 
#Elections2019"
17737,HashimYJSpeaks,"Thanks to @narendramodi jee for wonderful well planned well organised event right outside #PollingStations gr8ful to @ECISVEEP for allowing n permitting same really nice gesture by #ElectionCommissionOfIndia lastly can just say #ModiHaiTohMumkinHai 
#LokSabhaElections2019"
17738,TOIAhmedabad,The terrorists use IED as weapon but the democracy has power of Voter ID. I request the voters to exercise this power and vote optimally: @narendramodi after casting his vote in #Ahmedabad on Tuesday morning. #LokSabhaElections2019 #ElectionsWithTimes #Phase3
17739,thetribunechd,"PM @narendramodi after casting his vote in Ahmedabad says, "" The weapon of terrorism is IED, the strength of democracy is voter ID."" #LokSabhaElections2019"
17740,IamPKGupta,"@narendramodi Cast your vote....🙏
#VoteKar #VoteForIndia #VoteKaro #Phase3 #LokSabhaElections2019"
17741,RafaTweets_,@divyaspandana Enthusiasm to elect the next PM #RahulGandhi ❤️
17742,Dhanasri_G,"""The weapon of terrorism is IED, the strength of democracy is voter ID,"" -  PM @narendramodi after casting his vote in Ahmedabad. 

#LokSabhaElections2019"
17743,vrpande797,"#LokSabhaElections2019 @narendramodi says terrorists have IED as their weapon but voters have Voter ID as their weapon, with this excellent figure of speech, he urged citizens to vote."
17744,debiduttadas,"Voted!! Got inked. Voted for @AprajitaSarangi @narendramodi @BJP4India

#GoVote #LokSabhaElections2019"
17745,samskarebyaha,Time to end the drama of lies &amp; deceit of crooked families conclusively today by voting for development &amp; solid nationalism. #Vote4Modi #Vote4BJP #LokSabhaElections2019
17746,sanjukta,PM just held a proper roadshow. Gave a speech. Total violation of MCC. I am discussing this on India Ahead channel. #LokSabhaElections2019
17747,Prin2pin,PM says that Voter ID is powerful than IED...@narendramodi #Phase3 #LokSabhaElections2019
17748,DeeptiSachdeva_,"PM @narendramodi says 'Voter ID more powerful than IED'

#LokSabhaElections2019 #Elections2019 #ElectionDay #VerdictOnModi #Gujarat"
17749,rrpande777,"@narendramodi says terrorists have IED and voters have Voter ID, with this great comparison,  he advised citizens to vote without fail
 Very excellent message!! #LokSabhaElections2019"
17750,MirrorNow,"I am fortunate that I got the opportunity to fulfill my duty in my home state of Gujarat. Like you feel pure after holy dip in Kumbh, one feels pure after casting vote in this festival of democracy: PM @narendramodi 

#Phase3 #LokSabhaElections2019 #GetInked #IndiaVotes"
17751,bhhatu,"@JhaSanjay never give a PM seat to an inexperienced, undeserved candidate to play with it ...Especially to a #Pappu 

#RahulGandhi #Phase3"
17752,MirrorNow,"PM @narendramodi : I welcome all first time voters

#Phase3 #LokSabhaElections2019 #GetInked #IndiaVotes"
17753,MirrorNow,"PM @narendramodi : Urge all Indians to vote

#Phase3 #LokSabhaElections2019 #GetInked #IndiaVotes"
17754,MirrorNow,"PM @narendramodi : The power of a voter ID is greater than that of an IED

#Phase3 #LokSabhaElections2019 #GetInked #IndiaVotes"
17755,BiIndia,"""Voter ID more powerful than IED (explosive device)"": PM @narendramodi after casting his vote in Ahmedabad

#LokSabhaElections2019 #VotingRound3 #Phase3"
17756,Mr_Popeyee,"@BJP4India @narendramodi Is he showing the middle finger to Indians?

#LokSabhaElections2019"
17757,BiIndia,"""Voters of India are very wise. I urge new voters to come out in full numbers and vote"": PM @narendramodi 

#LokSabhaElections2019 #VotingRound3 #Phase3"
17758,gujaratdevlop,"View Pictures of PM #NarendraModi As He Meets His Mother At Her Residence In #Gandhinagar. He Will Cast His Vote In #Phase3 Of #Elections2019 In Ranip, Ahmedabad. #LoksabhaElection2019 #Development #GD #MyGujarat #MyDevelopment #MyAhmedabad #GujaratElectionDay #ElectionFever"
17759,BiIndia,"""I am fortunate to exercise my franchise from my home-state Gujarat"": PM @narendramodi after casting his vote in Ahmedabad

#LokSabhaElections2019 #VotingRound3 #Phase3"
17760,vishakhagokhale,"@AmitShah the contesting candidate, entering the polling station, while the PM votes. Is this a violation of election rules/ code?  Note: This is not the station where Amit Shah casts his vote as a voter. @ECISVEEP @narendramodi #LokSabhaElections2019"
17761,NandiniOza,@narendramodi casts his vote for #gandhinagar ls seat #LokSabhaElections2019 @TheWeekLive
17762,thetribunechd,PM @narendramodi cast his vote at polling booth in Ahmedabad for Lok Elections 2019 #LokSabhaElections2019
17763,CNBCTV18Live,#JustIn | Prime Minister @narendramodi casts his vote for #LokSabhaElections2019
17764,ajeet0808,"Go and cast your vote to elect a strong and decisive PM like @narendramodi 

#Votekar 
#Vote4Modi #BharatBoleNaMoNaMo 
#LokSabhaElections2019 
#SabseBadaRound 
#Phase3 
#VoteForIndia"
17765,TOIAhmedabad,PM @narendramodi casts his vote at Nishan School in #Ranip area of #Ahmedabad. #ElectionsWithTimes #LokSabhaElections2019
17766,prism_anand,"""If"" #NDA wins #LokSabhaElections2019, @narendramodi to be the PM and like L K Advani, @AmitShah to be Deputy PM ""LIKELY"" @gaprithvi @RKRadhakrishn @EKadhirvel @PalanisamyGoun1 @mahajournalist"
17767,BiIndia,"PM @narendramodi casts his vote at a polling station in Ahmedabad, Gujarat 

#Phase3 #VotingRound3 #ThirdPhase #LokSabhaElections2019"
17768,pravee309,"Voting On the Same Day 
When @narendramodi ji is Also Voting 

#NaMoAgain

#loksabhaelections2019"
17769,TOIAhmedabad,PM @narendramodi reaches at Nishan School in #Ranip area of #Ahmedabad to vote. #ElectionsWithTimes #LokSabhaElections2019
17770,drdeepakr5,"Our prayers and best wishes for your resounding victory PM @narendramodi as India goes into the 3rd phase of polls today.
India and Indians need you more than ever!
Jai Bhavani

#BharatBoleNaMoNaMo 
#LokSabhaElections2019 
#AbkiBaarModiSarkar"
17771,binod_83,3rd phase voting is going on. Please go out and vote for a strong leadership! Vote for @narendramodi ji. #LokSabhaElections2019
17772,mediagagan,"@officeofssbadal to contest from #Ferozepur and @HarsimratBadal_ from #Bathinda, @Akali_Dal_ supremo Parkash Singh Badal announced in a early morning PC at #Lambi . Sr. Badal praised @narendramodi as later has cornered #Pakistan at Intrl Level. #LokSabhaElections2019"
17773,rahulrajnews,"While India is voting in #Phase3 of #Elections2019. Let's see will Mamata from the East or Stalin from South &amp; Sharad Pawar from Westeros would be able to dethrone @narendramodi from the King's Landing, or will he continue to rule? 

When #LokSabhaElections2019 met #GameOfThrones"
17774,Analyst26Guru,"People of #Ukraine chose a comedian to become their president

Do we Indians also want the same thing for our PM post?

Vote wisely! Please

#Vote4BJP #VoteForIndia #Phase3 #LokSabhaElections2019 #LokSabhaEelctions2019 #ModiLaoDeshBanao #BharatBoleNaMoNaMo #BharatMangeModiDobara"
17775,i_m_tomorrow,Imagine @narendramodi casts his vote and indicator next to @INCIndia lights up 😝🤪 #LokSabhaElections2019 #EVMHacking #Gujrat #IndiaVotes
17776,Shreepal94,"It's time to Vote , Vote for Development,  Vote Against Terrorism and Vote For NaMo 🙏🙏
#LokSabhaElections2019 @BJP4India @narendramodi"
17777,yoursRamakanth,#MyVoteForCongress ✋🏼 in #Loksabhaelections2019 supporting @RahulGandhi Ji as PM
17778,prism_anand,"#Kerala #Gujarat to vote today #LokSabhaElections2019 L K Advani, @narendramodi and @AmitShah to vote @RKRadhakrishn @EKadhirvel @VamsiChandran"
17779,JAIKUMARJHA,"Think before you vote

#SoniaGandhi  and #RahulGandhi are big criminals and robbers than @narendramodi #ajitdoval and #NripendraMishra . 

@pbhushan1 @ECISVEEP @BJPLive @thecaravanindia @INCIndia @SardarVm @newslaundry @DDNational @IPS_Association @DrSYQuraishi @CIA @UN"
17780,Krishna760046,15 states go to poll today.Stalwarts to cast their vote including PM @narendramodi @BJP4India @AmitShah. #LokSabhaElections2019 #IndianElections2019 #Phase3
17781,Rahulbct,"#IndiaElects 
#LoksabhaElections2019 
#Vote4BJP 
#ModiOnceMore 
I urge my all friends, brothers, sisters,youngsters and elders parents to come forward  and vote for Development.  @narendramodi @BJP4India  #3rdphase"
17782,ourahmedabad,"Prime Minister @narendramodi will caste his vote in Ahmedabad .
#Ahmedabad #loksabhaelections2019"
17783,amit_chuchu,"“The ballot is stronger than the bullet.”

“A man without a vote is a man without protection.”

“If you don’t vote, you lose the right to complain.”
#NaMoForNewIndia
#LokSabhaElections2019 
Sir @narendramodi  I'm with you.
I will go and vote @sambitswaraj"
17784,Karmaagyan,"@narendramodi Yes, I do urge the voters to go &amp; cast your vote in third phase of #LokSabhaElections2019.🙏"
17785,gauravvarmani,"Those who are casting their vote today, only one man can transform or nation at this moment. Vote wisely, vote for @narendramodi &amp; @BJP4India #loksabhaelections2019 #ModiHaiToMumkinHai #ModiFor2019"
17786,Bhagva_Dhvaj,"Already long queues in Pune for voting, even before voting starts #VoteKar #loksabhaelections2019 #Vote4BJP @MinGirishBapat @narendramodi"
17787,RohanSi54876234,@narendramodi I'm on my way back home to cast my vote at my home constituency. I'm a #FirstTimeVoter born in 21st Century. #LongLiveDemocracy #2019Elections #LokSabhaElections2019
17788,vikram140gulati,#Amethi - iss baar #Smriti Ka deposit zabt Hona mangta - jao mere veer - #VoteCongress #VoteRahulGandhi - the next PM #LokSabhaElections2019
17789,aggarwal_kunal7,"Kerala needs freedom from atrocities of @CPIMKerala ... bloodshed has claimed many lives. Governance is in tatters. So are the religious sentiments. People need peace.

#GodsOwnCountry needs a long-lasting relief in @BJP4India.
Vote for @narendramodi ji✌️
#LokSabhaElections2019"
17790,PradeepChenani,@narendramodi Always my Vote for development and in other words my vote for #NarendraModi ji
17791,Pinaki__Routray,"#LokSabhaElections2019 #OdishaElections2019 #BharatBoleNaMoNaMo This 3rd phase election in odisha is going to be more contest &amp; more thrilling. I'll vote for the future betterment of my country, &amp; That can be brought by 1 &amp; only @narendramodi ji. @BJP4Odisha @AprajitaSarangi 🙏🙏"
17792,aggarwal_kunal7,"Go out &amp; vote, Karnataka. Stopping short a clear mandate to @BJP4India led to devastating consequences.

Bless @narendramodi ji fully, with 14 lotus today, for a better India.

#LokSabhaElections2019 #BharatBoleNaMoNamo #IndiaBoleNaMoPhirSe #ModiOnceMore #NamoAgain2019 #PMModi"
17793,HemuDoshi,"@narendramodi @RahulGandhi @BJP4India @INCIndia #LokSabhaElections2019 #imNOTA 
Dear all Voters, Keep in my your Vote is counted for MP election, Not for PM candidate. So Vote wisely for Good MP candidate or else... NOTA is with you. Jai Hind."
17794,GoldenEagleView,Have spoken with Auto driver's in #DelhiCapitals and know their point of opinion on #LokSabhaElections2019 they were very happy and more than satisfied with the development and numerous schemes launched by #ModiGovt in past 5 years. #BharatBoleNaMoNaMo  #BJP4India @narendramodi
17795,iamsudhish,"@MaheishGirri @narendramodi Maheish, this is truly inspirational. You are a legend! 

🇮🇳 &amp; @BJP4India is lucky to have you. 

Best wishes. I’m sure you will be doing bigger &amp; better things for 🇮🇳 in the near future. #LokSabhaElections2019"
17796,gauagg,"@PMOIndia Shri @narendramodi Ji will be doing a #RoadShow of #LokSabhaElections2019 in #Varanasi on 25/5/19 from 3:00pm onwards at Mahanama Murti Lanka Gate #Varanasi
Expecting the entire City to come to standstill
#NamoAgain #PhirEkBaarModiSarkar #IndiaWantsModiAgain
@BJP4India"
17797,raja_biradar,Dear @IRCTCofficial the train for belagavi from yesvantpur junction is missing (06583) and there are lots people who are casting there vote tomorrow so please go through it and arrange a train ASAP. @PiyushGoyal @narendramodi #BharatBoleNamoNamo #LokSabhaElections2019
17798,Sauravshree,"@BeingSalmanKhan @Bharat_TheFilm @aliabbaszafar @atulreellife @itsBhushanKumar @bindasbhidu @DishPatani @WhoSunilGrover @nikhilnamit @ReelLifeProdn @SKFilmsOfficial @TSeries I am ur bigg bigg fan pandey jee (Bhai) but we are focus on loksabha election nd #SupportToModiG dis tym my Real #Hero #NarendraModi so I want to see my movie #Bharat #BharatTrailer after #23_may 
#Jai_Hind_Jay_Bharat #VoteForIndia @narendramodi @BeingSalmanKhan @BJP4India"
17799,imravi369,"Tomorrow My vote is only for @narendramodi 🙏🏼 
Not because i am his भक्त or चौकीदार.
But right now he is the only leader who can lead the country. 
No strong leader in opposition.That's it.
#VotingRound3 
#VoteKar
#LokSabhaElections2019 
#IndiaElections2019 
#Vote☑"
17800,cbrsrk,@ManojTiwariMP @narendramodi @AmitShah @BJP4India @BJP4Delhi @Ramlal It would be a grt pleasure if media will come and see the dirty street which has chocked due to littering everywhere.I would request to come once nd see the report card of #ManojTiwari. @BBCWorld @aajtak #ElectionsWithHT #LokSabhaElections2019 #ElectionsWithIndiaTV @ZeeNewsHindi
17801,ADigitalJD,"Just go and watch #TheTashkentFiles to know the reality of #LalBahadursShastri's death. You will never vote the wrong PM CANDIDATE by than.

#LokSabhaElections2019 #VotingRound3 #VoteForIndia"
17802,morpheusmaxx,"Am I crazy to predict that 310 ±5 is the key to winning the lottery on 23-May? The more the merrier! Being greedy in this prediction is a good thing!
#LokSabhaElections2019
#Elections2019 #ModiOnceMore #ModiAgain #ModiFor2019 
@BJP4India @PMOIndia @narendramodi_in @narendramodi"
17803,_umakantsingh,"@ArvindKejriwal @AamAadmiParty @ravishndtv If I to be PM of United parties next month, I to be not Love, Like, App PM like present, I to be harsh with my people also, and all, Kejriwal, akhilesh know it even if never in personal contact!Gautam Gambhir Vijendra Singh East Delhi #LokSabhaElections2019 South Delhi Lok Sabha"
17804,mepsk1,"Congratulations @GauthamGambhir.
Play like played in #cwc2011, in #LokSabhaElections2019 @narendramodi #chowkidarpurehain #NaMoAgain2019 #namophirse #ModiMattomme"
17805,kuns1504,Another 26-0 in #Gujarat tomorrow..!!! #Gujarat will make sure  @narendramodi as a PM for another term..!!! #VoteKar #LokSabhaElections2019 #BJP4India
17806,yogeshkumarzzw,Hey everyone I want to draw #ElectionCommissionOfIndia attention that like me there are many students who are studying outside from there home town unable to vote but wants to do so. So do something for us like defence also #PMModi  #LokSabhaElections2019
17807,GoldenEagleView,@narendramodi @NilotpalMukher6 truly Amazing and Woowsome View!!! We r proud of our most beloved PM. #BharatBoleNaMoNaMo #RahulAdmitsRafaleLie #LokSabhaElections2019 #ModiAgain
17808,vikram140gulati,@narendramodi According to you everything everyone is voting for you the leaves ponds lakes trees animals ants mud mountains water air everyone - tum jeet Gaye - happy dreaming #LokSabhaElections2019 #VoteCongress
17809,kalpanadivith,"#NorthWestDelhi #DalitLeader 
@Dr_Uditraj Ji is one of the most sincere, honest, loyal&amp; hardworking MP/LS
Very disappointed &amp; shocked 2know @BJP4India have not considered to give him a ticket for #LokSabhaElections2019

@narendramodi  @AmitShah  @nsitharaman @JPNadda @ShyamSJaju"
17810,DilpeshRajgor,"Congratulations @boxervijender &amp; @GautamGambhir #Delhi #Elections Big Fan Both of u 🙌🙏
And Big Big Fan @narendramodi In indian politics 😍
#ModiHaiTohMumkinHai 
#BharatBoleNaMoNaMo 
#NamoAgain #NarendraModi #ModiHiAayega"
17811,noel__r,@IndiaToday @MumbaiNCP Sharad Pawar ji u have to think on it that 50% of ur candidates r criminals. First u look on this later decide what #PMModi will do after winning #LokSabhaElections2019
17812,Babboochak,Modiji you may win #LokSabhaElections2019 But I have already won it on Moral grounds. Thus I announce myself as Moral PM of India. #MoralPMOIndia
17813,My_typewords,"@timesofindia @narendramodi 'As we kept our nuclear arsenal for EID?'

#ElectionsWithTimes  #LokSabhaElections2019"
17814,Nitendradd,"PM @narendramodi will cast his vote (Tues) 23 April, 7:30 AM at Nishan High School, Nr Achleshwar Mahadev, Ambika Rd, Ranip, Sabarmati (Gujarat).

#LokSabhaElections2019"
17815,anandprakash7,"PM @narendramodi will cast his vote tomorrow at 7:30 AM at Nishan High School, Nr Achleshwar Mahadev, Ambika Rd, Ranip, Sabarmati (Gujarat). #LokSabhaElections2019"
17816,JanakRajkhatri3,"#RahulGandhi regrets towards #SupremeCourt for attributing remarks for @narendramodi ...he said that that all these are heating of concern #Voting...
Why these bullshit says that rubbish and why stand themselves in apologies😏.....#RahulJhootJumla #RahulApologizes"
17817,bidyutroy,@RahulGandhi has definitely matured post 2014 election defeat. Not a single 1:1 interview 2 any news channel b4 #LokSabhaElections2019. 1 interview and it may change the already skewed poll narrative in favour of @narendramodi . Am I right @TajinderBagga sir.
17818,Dr_GautamMKCG,"come on #Bhubaneswar, its gonna be d day tomorrow!!!
so go out there &amp; vote all out

remember each time u press d Lotus, u vote for the man who is working day &amp; night for our Nation, for us...

Vote4 @narendramodi ji
#Vote4BJP
#LokSabhaElections2019 
Phir Ek Baar
#ModiSarkar"
17819,hareeshjgd,Congratulations @GautamGambhir for being selected as the MP candidate from East Delhi. You have always been part of servicing the Nation. Before Cricket now in Politics. Thank you @narendramodi for choosing the right candidate 😊 #LokSabhaElections2019 #NaMoAgain2019 #BestofLuck
17820,Nation_is1st,"@ShefVaidya @priyankagandhi @RahulGandhi @Tinder Looks like she is searching a bride for #Pappu with this biodata !! 
Thank God, even she's convinced that #RahulGandhi is not a PM material...."
17821,chitrananth,@rachitseth @RahulGandhi Do we vote #RaGa as PM for all his hobbies! His rich parents funded everything! If we also had such parents we would have done all that #RahulGandhi #RaulVinci ! What a big deal ? #CongAdmitsJhoot
17822,manis_kumar,"@narendramodi Safe India
From Pakistan
From China
From Terrorists
Save India
Corruption of Congress
Inspector Raj
Dishonest leader
Opportunist leader
We only can do by making hands of our PM strong
#BharatBoleNaMoNaMo
#CongAdmitsJhoot
#LokSabhaElections2019"
17823,Alsoharish,"After a few hours of voting for PM In here for live, change the person decided! #LokSabhaElections2019
@_AshTaylorMusic 
@VENETA_fm 
@ACookseyMusic"
17824,bhupendravsingh,"Did @narendramodi really call himself a ""Pathan ka bachcha ?""

I am asking cuz he has already established ""purana nata"" with all n sundry so this won't really surprise me !

#LokSabhaElections2019"
17825,imharit,"23-04-2019 Phase 3 Voting Day :

I request all Voters kindly cast your Vote and be part of largest democracy festival.

@narendramodi

#VoteKar
#LokSabhaElections2019 
#CastYourVote #voting"
17826,OjhaJainendra,"@iamsrk @narendramodi @tanishkbagchi @abbyviral @parakramsinghr People are aware from last 5 yrs @BjpIndia whats happens? Now dis time our nation vote for betterment not for #Jumla 
#loksabhaelections2019"
17827,RajivSabharwal5,"@republic #ArnabGoswami
how can we have a PM who says things in the Heat of Moment..
Suppose if #RahulGandhi becomes PM and abuses any world leader and later withdraws the statement saying it was in ""heat of moment""

He needs to see a SHRINK..
God save Indians"
17828,Choudhary_Kahin,"@narendramodi @iamsrk I was the first time voter for #LokSabhaElections2019 but my name have been removed from electoral list.. 
@narendramodi"
17829,imharit,"I appeal to all my Indian Citizens Cast your Vote in the 3rd Phase of Lok Sabha Elections 2019.
@narendramodi 🇮🇳
#CastYourVote  #LokSabhaElections2019"
17830,jena_bijaya,"Just heard Azam Khan saying ""chaiwala,chowkidar to PM #NarendraModi  n he could not look after his wife then how he will look after Indian women"".His speech reflects his upbringing. such ppl can be dangerous for Indian culture. Past life of a politician does not matter."
17831,GauravGoenka4,"It wasn't heat of the moment comments on Rafael by @RahulGandhi as it continued for months &amp; same goes with chowkidar chor hai comment, don't fool people &amp; Hon'ble Supreme court @narendramodi #CongAdmitsJhoot #RahulApologizes #RahulGandhi @sardanarohit"
17832,SanatanShiv,"@Prof_Hariom @narendramodi @MehboobaMufti Further, in her own words, she also admits that her understanding of Kashmiri interests doesn't align with national interests. Part of Kashmiris Vs India narrative... 
#BharatBoleNaMoNaMo
#LokSabhaElections2019
#CongAdmitsJhoot
#MehboobaMufti
#Article370
#Article35A
#Islamists"
17833,AipcMumbaiNorth,"Watch .@OfficialUrmila 's campaign covered by  @sardesairajdeep on .@IndiaToday now at 8 30 PM

#LokSabhaElections2019"
17834,DGhosh75,"@htTweets @narendramodi Exactly, had it been case any other...we know the result. #LokSabhaElections2019 is only for #NarendraModi and now #RahulApologizeToSC . #ChowkidarPureHain"
17835,saumyabaijal,"One of the greatest achievements of @narendramodi and his government is, that he makes #RahulGandhi look good, and a viable option. #LokSabhaElections2019 #dontvoteformodi"
17836,imYTirmal,"Can we start online voting?

Is it possible?
#LokSabhaElections2019 

@narendramodi @vijayrupanibjp @BJP4India #sunilarora #new_govt 
#New_India @aajtak @ndtv @gujratsamachar @Divya_Bhaskar"
17837,vnkewalramani,"@JhaSanjay @ECISVEEP @INCIndia @rssurjewala Dear @ECISVEEP : Will you please ban Congress President for misquoting the Supreme Court and creating confusion in the minds of the voters

@narendramodi
@AmitShah
#ModiKoVoteVipakshParChot
 #RahulGandhi . @INCIndia @rssurjewala"
17838,nitinkumar111,The body language of @narendramodi and @RahulGandhi after 2 phase of polling clearly reflects the expected result on #23May. #BharatBoleNaMoNaMo #LokSabhaElections2019 #amethikibetismriti #mondaythoughts #MondayMorning
17839,NayabNaseer,"@ANI This idiot @narendramodi has only seen bombs of Diwali. Be aware of the consequences of a nuclear war. You won't be able to hide after pressing THAT button!

A pathetic election campaign. #PakistanOnRise #Pakistan #LokSabhaElections2019"
17840,TA_Enthusiast,@Atheist_Krishna @kunalkamra88 voted for @narendramodi on 22 April and proud to have voted him back..Bangalore south...  #LokSabhaElections2019
17841,imMonika__,"@BDUTT @RahulGandhi You weren't this much quick to clear the confusion over the alleged use of a cuss word by @narendramodi in a public meeting in Gujarat yesterday. Why so biased?  You report the facts, right? #LokSabhaElections2019 #CongAdmitsJhoot"
17842,edrneelesh,"Is #LokSabhaElections2019 a contest between @narendramodi  and #NOTA ?
Sure looks like that..😁😉"
17843,Ashish87890,"@narendramodi @narendramodi Ji tomorrow morning will be going to vote as early as possible and then will try to encourage &amp; take as many as  people with me to vote, 1st vote than anything else, vote for development and security of our Country. 
#LokSabhaElections2019 #VoteKar"
17844,scsharma25,"#RahulApologizes
#RahulJhootJumla 
#LokSabhaElections2019 @INCIndia 

Apology by @RahulGadhi is meaningless. 

He has been doing it deliberately and knowingly and has already caused enough irreversible damage to reputation of PM all over the country.

It is an unpardonable act."
17845,DrDeepakPILOT,Fractured mandate is required in #LokSabhaElections2019 otherwise next PM will be dictator.
17846,AMJ_1107,"To encourage voters, can govt. make roads toll free for a day? This may sound a bit ridiculous but this step can make a difference. #LokSabhaElections2019  @narendramodi @nitin_gadkari @Dev_Fadnavis"
17847,Ashish87890,"@narendramodi Ji tomorrow morning will be going to vote as early as possible and then will try to encourage &amp; take as many as  people with me to vote, 1st vote than anything else, vote for development and security of our Country. 
#LokSabhaElections2019 #VoteKar 
@chitraaum"
17848,LaksshyaAdvani,"@swapan55 @amritabhinder @MamataOfficial @AmitShah #MamataBanerjee will face her life's biggest defeat ever in #LokSabhaElections2019 

#WestBengal is with @BJP4India @narendramodi"
17849,VINODINDORIAN,"Forgot @narendramodi and @RahulGandhi 
We want @msdhoni as a Prime minister of India 🇮🇳
#DhoniForPM #Csk 
#LokSabhaElections2019"
17850,say2JD,"@AhmedabadPolice @narendramodi @drvipul_ips 
Is it mandatory to keep work off for private companies in Ahmedabad?
#LokSabhaElections2019"
17851,NaveenChandra87,"Those who praise RG for Calling My PM #ChowkidarChorHai will get answer on May23 Wait and watch !
#CongAdmitsJhoot #BharatBoleNaMoNaMo #RahulApologizes #RahulJhootJumla #RahulGandhi"
17852,surveypolitics,"@moliticsindia @AamAadmiParty @attorneybharti @narendramodi @BJP4India @brijeshgoyalaap @LambaAlka @msisodia Somnath Bharti has done a great job in our area. We all are satisfied with their work.
@attorneybharti @SanjayAzadSln @AAPGovt4Delhi @AAPDelhi @AamAadmiParty #AAPKe7AapKeSaath #AAP #LoksabhaElections2019"
17853,pintunakrani,"Tomorrow we will show to entire india that we are #Chowkidar of #NewIndia and rigorously commited to make Sh. @narendramodi ji PM again for the betterment of livelyhood of the all Indians.
#BharatBoleNaMoNaMo #ModiHiAayega #ModiOnceMore #LokSabhaElections2019 
@narendramodi"
